assignee,sector
UCWEB SINGAPORE PTE LTD,company
UHOO PTE LTD,company
UIB HOLDINGS PTE LTD,company
UIB HOLDINGS PTE LTE,company
ULEECO LTD,company
ULTRASOUND ASSISTED MEDTECH PTE LTD,company
ULTRON TECHNIQUES PTE LTD,company
UMITRON PTE LTD,company
UNICITY PROPERTIES INC,company
UNISTRAW HOLDINGS PTE LTD,company
UNISTRAWHOLDINGS PTE LTD,company
UNITED CREST HEALTHCARE PTE LTD COMPANY,company
UNITED MICROELECTRONICS CENTRE HONG KONG LTD,company
UNITO SMART TECH LIMITED,company
UNIV CITY,university
UNIV CITY HONG KONG,university
UNIV HONG KONG,university
UNIV HONG KONG BAPTIST,university
UNIV HONG KONG BAPTIST UNIV,university
UNIV HONG KONG CHINESE,university
UNIV HONG KONG POLYTECHNIC,university
UNIV HONG KONG SCI & TECH,university
UNIV HONG KONG SCIENCE & TECH,university
UNIV NANYANG TECH,university
UNIV OF HONG KONG,university
UNIV SINGAPORE,university
UNIV SINGAPORE TECHNOLOGY & DESIGN,university
UNIWAY TECH LTD,company
UP BLOCKCHAIN TECH LIMITED,company
UPPSALA PTE LTD,company
URBANCHAIN GROUP LTD,company
US PACIFIC NONWOVENS INDUSTRY LTD,company
UST GLOBAL SINGAPORE PTE LTD,company
UST GLOBAL SINGAPORE PTE LTE,company
UTIBA PTE LTD,company
UTU PTE LTD,company
V3 SMART TECH PTE LTD,company
VAC4ALL PTE LTD,company
VADARO PTE LTD,company
VALDIMIR PTE LTD,company
VALLAURIX PTE LTD,company
VANFORD BIO DRUG DEVELOPMENT LTD,company
VANGUARD INIERNATIONAL SEMICONDUCTOR SINGAPORE PTE LTD,company
VANGUARD INT SEMICONDUCTOR SINGAPORE PTE LTD,company
VASCUROS MEDICAL,company
VASCUROS MEDICAL PTE LTD,company
VECHAIN FOUNDATION LTD,company
VELA OPERATIONS PTE LTD,company
VELA OPERATIONS SINGAPORE PTE LTD,company
VELLPHARM COMPANY LTD,company
VELOCITY CORPORATION LTD,company
VENIA MEDICAL SYSTEMS PTE LTD,company
VERENCY HOLDINGS LTD,company
VERRENCY HOLDINGS LTD,company
VERRENCY HOLDINGS PTE LTD,company
VERSITECH LTD,university
VERTICAL OCEANS PTE LTD,company
VERTICAL SOFTWARE ASIA PTE LTD,company
VESL PTE LTD,company
VI DIMENSIONS PTE LTD,company
VIATRIS ASIA PACIFIC PTD LTD,company
VIATRIS ASIA PACIFIC PTE LTD,company
VICWOOD PROSPERITY TECH LIMITED,company
VIGILANTECH PTE LTD,company
VIITAR PTE LTD,company
VIN DE BONA TRADING CO PTE LTD,company
VIN DE BONA TRADING COMPANY PTE LTD,company
VINCENT MEDICAL MANUFACTUING CO LTD,company
VINCENT YUVAL R&D LTD,company
VIRGILANT TECH LIMITED,company
VIRTUAL CONTROL LTD,company
VISAK FINANCIAL TECH PTE LTD,company
VISCOVERY PTE LTD,company
VISENZE PTE LTD,company
VISION GLOBAL HOLDINGS LTD,company
VISION QUEST DESIGN PTE LTD,company
VISIOTECH VENTURES PTE LTD,company
VISRE PTE LTD,company
VISUO TECH PTY LIMITED,company
VITARGENT (INTERNATIONAL) BIOTECHNOLOGY LTD,company
VITARGENT INTERNATIONAL BIOTECHNOLOGY LTD,company
VITRO TV HK LTD,company
VITRUVIANMD PTE LTD,company
VIVA STAR BIOSCIENCES LTD,company
VIVO SURGICAL PRIVATE LTD,company
VIZZIO TECH PTE LTD,company
VJ ELECTRONICS LTD,company
VK Meditech Co Ltd,company
VOCATIONAL TRAINING COUNCIL,public_rd
VORNAGAIN LTD,company
VOUCHER ACTIVATION IP SERVICES PTE LTD,company
VOXP PTE LTD,company
VOYAGER INNOVATIONS HOLDINGS PTE LTD,company
VUCLIP (SINGAPORE) PTE LTD,company
VUCLIP SINGAPORE PTE LTD,company
VULCAN AI PTE LTD,company
VVB BIO PTE LTD,company
VVOW COMPANY LTD,company
Vios Medical Singapore PTE LTD,company
Viralint Pte Ltd,company
WAFE LIFE SCIENCES LTD,company
WAN HAI LINES SINGAPORE PTE LTD,company
WATERCARE TECH LIMITED,company
WAVE LIFE SCIENCES LTD,company
WAVE LIFE SCIENCES PTE LTD,company
WAVETOUCH LTD,company
WEALTHTREESG PRIVATE LTD,company
WEI LONG ELECTRONICS ENG PTE LTD,company
WELL BEING DIGITAL LTD,company
WELLS RESOURCES LTD,company
WELSKY TECH LIMITED,company
WELSKY TECH LTD,company
WELSKY TECHNOLOGIES LTD,company
WESTCOM SOLUTIONS PTE LTD,company
WEX MEDICAL LTD,company
WHALESAVE PTE LTD,company
WHISPER HOLDINGS PTE LTD,company
WIFIRE OPEN NETWORK GROUP LTD,company
WILDFACES TECH LIMITED,company
WILLOWMORE PTE LTD,company
WILMAR INT LTD,company
WILMAR INTERNATIONAL LTD,company
WILMAR TRADING PTE LTD,company
WINDY HILL PTE LTD,company
WINNER SG PTE LTD,company
WIS TA LABORATORIES LTD,company
WISDOM GARDEN HONG KONG LTD,company
WISE ALLY HOLDINGS LTD,company
WISEBRACE PTE LTD,company
WISERS INFORMATION LTD,company
WISORIG TECH PTE LIMITED,company
WISTA LAB LTD,company
WISTA LABORATORIES LTD,company
WIZ HOLDINGS PTE LTD,company
WMT ASIA LTD,company
WOLFCREEK BIOTECH PTE LTD,company
WONDER TECH PTE LTD,company
WONG FONG ENGINEERING WORKS 1988 PTE LTD,company
WONG HAU PLASTIC WORKS & TRADING CO LTD,company
WORLD BIOTECH REGENERATIVE MEDICAL GROUP LTD,company
WORLD CONCEPT DEVELOPMENT LTD,company
WORLD FIELD HK LTD,company
WORLD WIDE DAILY HOLDINGS CO LTD,company
WORLD WIDE STATIONERY MFG CO,company
WORLD WIDE STATIONERY MFG CO LTD,company
WORLDMONEY BLOCKCHAIN FINANCIAL CO LTD,company
WOWLINK PTE LTD,company
WUXI XDC SINGAPORE PRIVATE LTD,company
Wearne Digital Pte Ltd,company
X ZELL BIOTECH PTE LTD,company
XENTIQ PARTNERS (PTE ) LTD,company
XENTIQ PARTNERS PTE LTD,company
XERAFY SINGAPORE PTE LTD,company
XIANLAN TECH CO LIMITED,company
XIANLANG TECH CO LIMITED,company
XJERA LABS PTE LTD,company
XYLONIX IP HOLDINGS PTE LTD,company
XYLONIX PTE LTD,company
Xenolis Pte Ltd,company
YAHUIKANG LTD,company
YARDSTICK PTE LTD,company
YCH GROUP PTE LTD,company
YICHEN THERAPEUTICS LTD,company
YIJIAHE SINGAPORE PTE LTD,company
YINGCARE LTD,company
YINGXIUKE LTD,company
YISHENG BIOPHARMA (SINGAPORE) PTE LTD,company
YISHENG BIOPHARMA SINGAPORE PTE LTD,company
YITU PTE LTD,company
YONG HAI TECH PTE LTD,company
YOUNG’S ENG CO LTD,company
YSQ INT PTE LTD,company
YUJET INTERNATIONAL LTD,company
YUMCHA STUDIOS PTE LTD,company
Z5 GLOBAL GROUP LTD,company
ZECO SYSTEMS PTD LTD,company
ZECO SYSTEMS PTE LTD,company
ZEN DESIGN SOLUTIONS LTD,company
ZENO THERAPEUTICS PTE LTD,company
ZENSUNG PTE LTD,company
ZERO2 5 BIOTECH PTE LTD,company
ZHAOTAI IMMUGENE BIOMEDICINE HONG KONG LTD,company
ZHONGJI HENGRUN INT HOLDINGS LTD,company
ZIXXE PTE LTD,company
ZODIAC BIO TECH LTD,company
ZOLTRIX MAT INTERNATIONAL LIMITED,company
ZYETRIC AUGMENTED REALITY LTD,company
ZYETRIC ENTERPRISE LTD,company
ZYETRIC GAMING LTD,company
ZYETRIC TECH LIMITED,company
ZYETRIC VIRTUAL REALITY LTD,company
ZingMobile Pte Ltd,company
comGateway (S) Pte Ltd,company
